id,checked,notes,slug,tecservices_id,organization_name,organization_type,full_address,address,city,state,zip_code,org_phone,hours,website,appointment,internet,wifi,training,pc_use_restrictions,hardware_public,assistive_technology,internet_upload,internet_download,volunteers_used,volunteers_used_how,volunteers_wanted_how,public_wifi_detail,nearest_parking,nearest_parking_detail,public_transportation_detail,time_allowed_per_user,time_allowed_per_user_detail,room_list,handicap_access_detail,friendly_description,agency_leadership_contact,agency_staff_person_contact_email,twitter_handle,training_types,flickr_tag,training_headline,training_description,training_url,october_open_house,location_leadership,location_leadership_email,pcc_staff_person,pcc_staff_person_email,latitude,longitude
144,yes,,lincoln-park-library-1150-w-fullerton-avenue,1054,Lincoln Park Library,Chicago Public Library,"1150 W. Fullerton Avenue Chicago, IL 60614",1150 W. Fullerton Avenue,Chicago,IL,60614,,"M, W- 10AM-6PM; TU, TH: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/lincoln-park/,0,1,1,0,,,,,,,,,,,,,,,,,"DePaul University made renovated rental space available in a former factory building. The branch's official opening was February 11, 1995, and the first day of public service was Valentine's Day, February 14, 1995. This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-lincoln-park-144,,,,,,,,,41.98113,-87.805999
145,yes,,little-village-library-2311-south-kedize-avenue,1055,Little Village Library,Chicago Public Library,"2311 South Kedize Avenue Chicago, IL 60623",2311 South Kedize Avenue,Chicago,IL,60623,,"M, W- 10AM-6PM; TU, TH: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/little-village/,0,1,1,1,,,,,,,,,,,,,,,,,"The Little Village Branch located in the South Lawndale community 
commonly known as """"LaVillita,"""" offers collections in Spanish and 
English, including books, newspapers, magazines, educational and 
entertainment DVDs; databases for online research; computers to access 
the Internet; programs and other services for all ages. This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-little-village-145,CyberNavigators are available at this library to lead computer training lessons and answer technology questions.,"CyberNavigators offer both small group classes and
one-on-one sessions at 45 library locations throughout the city. One-on-one
sessions are by appointment only and may last up to one hour.

Learn about:

Computer basics 

Email basics 

Internet basics 

Online job searching and resume writing 

Online research methods 

How to use the Chicago Public Library website, including
checking account information and renewing materials 

To view available courses at your branch, visit http://www.chipublib.org/eventsprog/programs/cyber_nav_branches.php",http://www.chipublib.org/eventsprog/programs/cyber_nav_branches.php,,,,,,41.9396587,-87.7665369
146,yes,,logan-square-library-3030-w-fullerton-avenue,1056,Logan Square Library,Chicago Public Library,"3030 W. Fullerton Avenue Chicago, IL 60647",3030 W. Fullerton Avenue,Chicago,IL,60647,(312) 744-5295,"M, W- 10AM-6PM; TU, TH: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/logan-square/,0,1,1,1,,,,,,,,,,,,,,,,,"The Little Village Branch located in the South Lawndale community 
commonly known as ""LaVillita,"" offers collections in Spanish and 
English, including books, newspapers, magazines, educational and 
entertainment DVDs; databases for online research; computers to access 
the Internet; programs and other services for all ages. This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-logan-square-146,CyberNavigators are available at this library to lead computer training lessons and answer technology questions.,"CyberNavigators offer both small group classes and
one-on-one sessions at 45 library locations throughout the city. One-on-one
sessions are by appointment only and may last up to one hour.

Learn about:

Computer basics 

Email basics 

Internet basics 

Online job searching and resume writing 

Online research methods 

How to use the Chicago Public Library website, including
checking account information and renewing materials 

To view available courses at your branch, visit http://www.chipublib.org/eventsprog/programs/cyber_nav_branches.php",http://www.chipublib.org/eventsprog/programs/cyber_nav_branches.php,,,,,,41.9682266,-87.7381352
147,yes,,lowden-homes-200-w-95th-street,,Lowden Homes,Chicago Housing Authority,"200 W. 95th Street Chicago, IL 60620",200 W. 95th Street,Chicago,IL,60620,773-568-0118,"M, W, F: 10AM-6PM",http://www.thecha.org/pages/lowden_homes/50.php?devID=261,1,1,0,1,,,,,,,,,,,,,,,,,Lowden Homes has a computer lab available for use by CHA residents.,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-lowden-homes-147,Digital Literacy Training,"Chicago Housing Authority, in partnership with TEC Services, provide training in Digital Literacy, Microsoft Office and other topics. TEC Services, Inc. offers organized group classes taught by qualified trainers.",,,Ferris Batie,fbatie@thecha.org,,,41.830142,-87.673438
148,yes,,lozano-library-1805-s-loomis-street,1057,Lozano Library,Chicago Public Library,"1805 S. Loomis Street Chicago, IL 60608",1805 S. Loomis Street,Chicago,IL,60608,(312) 746-4329,"M, W- 10AM-6PM; TU, TH: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/lozano/,0,1,1,1,,,,,,,,,,,,,,,,,"The building has a pre-Columbian Olmec design, which surrounds the 
interior as well as the exterior. There are three public art pieces:  a 
cultural mosaic, two stained glass windows and a large portrait by 
Hispanic artists from the Chicago area. This branch has computers available to members of the public.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-lozano-148,CyberNavigators are available at this library to lead computer training lessons and answer technology questions.,"""CyberNavigators offer both small group classes and
one-on-one sessions at 45 library locations throughout the city. One-on-one
sessions are by appointment only and may last up to one hour.

Learn about:

Computer basics 

Email basics 

Internet basics 

Online job searching and resume writing 

Online research methods 

How to use the Chicago Public Library website, including
checking account information and renewing materials 

To view available courses at your branch, visit http://www.chipublib.org/eventsprog/programs/cyber_nav_branches.php

""",http://www.chipublib.org/eventsprog/programs/cyber_nav_branches.php,,,,,,41.9401029,-87.6461346
149,yes,Updated 9/17/2012,lumity-technology-training-center-407-south-dearborn-suite-800,,Lumity Technology Training Center,Community Technology Center,"407 South Dearborn Suite 800 Chicago, IL 60605",407 South Dearborn Suite 800,Chicago,IL,60605,(312) 372-4872,M-F: 9AM-5PM,http://www.lumity.org,0,1,1,1,No Restrictions,N/A,,19.82,4.4,Yes,Outreach / Program Assistance & Operation / Development,Outreach / Program Assistance & Operation / Development,Comcast,Across Street,,,$20 all day,$20 all day before 8:am. / With Lumity Endorsement $12 Anytime All Day.,Computer Training Lab used for training of local community CTCs and their staff.,Lumity's training facility is located on the 8th floor in suite 800 but is easily accessible via elevator.,"Lumity is located in the ""Old Colony Building"" just feet away from the ""EL"". Where you can access the brown, pink and orange lines.","Kara Kennedy, Julie Henderson","kkennedy@lumity.org, jhenderson@lumity.org",lumitynpo,,pcc-lumity-149,,"CTC Networking, Infrastructure, Security, Google, Marketing, Fundraising & MS IT Academy",,,,,,,41.883256,-87.700987
150,yes,,malcolm-x-college-1900-w-van-buren,1006,Malcolm X College,City Colleges of Chicago,"1900 W. Van Buren Chicago, IL 60612",1900 W. Van Buren,Chicago,IL,60612,312-850-7000,,http://www.ccc.edu/colleges/malcolm-x/menu/Pages/Computer-Labs.aspx,0,1,1,1,"No unsupervised youth under the age of 16 may access any PCC.  To facilitate use of equipment by youth younger than 16 years of age, supervision must be provided by a parent or guardian who is at least 18 years old and who may consent to various applicable laws, ordinances, policies, procedures, regulations, and rules.  In addition to any and all applicable federal, state, local, municipal and CCC policies, procedures, rules and regulations, all users of CCC information resources must comply with the CCC Responsible Computer Use Policy as provided at Section 6.0 of the CCC Board Policies and Procedures for Management and Government.  A copy of the policy is conveniently located at http://ccc.edu/departments/Documents/BoardPolicies2010-2011.pdf.  Should a new version of the policy be published, it may be found by navigating to the Board Policies and Procedures link off of the CCC Board of Trustees page located at http://ccc.edu/departments/Pages/Board-of-Trustees.aspx.",62,zoom text and Jaws,42.89 Mbps,56.55 Mbps,no,,to monitor the PC's 2 people,"WPA Security, Signal strenght great",Free,Parking lot across the street from school,Train one block away; bus in front of building,Timed,,"Library, Second Floor",Auto doors & elevators,"Malcolm X College is located near the birth place of the City Colleges of Chicago, Crane Junior College, which was established in 1911 at the corner of Jackson and Oakley. The main campus is conveniently located at the corner of on West Van Buren Street, near the Illinois Medical District. Public computers at this location are housed in the Library on the second floor.","Willa Morgan, Cleveland Thompson","wmorgan1@ccc.edu, cthompson@ccc.edu",,,pcc-malcolm-x-college-150,,,,,Charles McCleanon,cmccleanon@ccc.edu,,,41.6932689,-87.7007502
151,yes,missing info on location of computers and contacts,manning-library-6-s-hoyne-avenue,1058,Manning Library,Chicago Public Library,"6 S. Hoyne Avenue Chicago, IL 60612",6 S. Hoyne Avenue,Chicago,IL,60612,(312) 746-6800,"M: 12PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/mabel-manning/,0,1,1,1,Labs are public.,,,,,,,,,,,"# 20 Madison St. CTA Bus, # 50 Damen Ave. CTA Bus",,,,,"The branch was named after Mabel Manning, a community activist considered by many to be the ""mayor"" of the Near West Side. Known locally as the ""flower lady,"" she grew flowers in the empty lots around her home and gave them to community residents. This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-manning-151,CyberNavigators are available at this library to lead computer training lessons and answer technology questions.,"CyberNavigators offer both small group classes and one-on-one sessions at 45 library locations throughout the city. One-on-one sessions are by appointment only and may last up to one hour. 

Learn about:
Computer basics 
Email basics 
Internet basics 
Online job searching and resume writing 
Online research methods 
How to use the Chicago Public Library website, including
checking account information and renewing materials 
To view available courses at your branch, visit http://www.chipublib.org/eventsprog/programs/cyber_nav_branches.php",www.terau.com/mabelmanning,,,,,,41.8577501,-87.6686625
152,yes,not Lumity,mathers-more-than-a-cafe-83rd-street-33-e-83rd-street,,Mather's More Than a Cafe (83rd Street),Community Technology Center,"33 E. 83rd Street Chicago, IL 60619",33 E. 83rd Street,Chicago,IL,60619,(773) 488-2801,M-F: 8:30AM-4:30PM; SA: 8AM-2PM,http://www.matherlifeways.org/iyc_wherearematherscafes.asp,2,1,0,1,,,,,,,,,,,,,,,,,,"William Warmouth, Kara Kennedy, Janice Vinson","(773) 774-4804, kkennedy@lumity.org, jvinson@lumity.org",,,pcc-mathers-more-than-152,Mathers offers monthly computer classes that meet weekly for four weeks for two hours.,"LEVEL 1: Learn how to create a document and use e-mail to contact family and friends. Get on the Internet and benefit in ways you didn’t even know. LEVEL 2: Next, learn to manage your e-mail, organize your “e-address” book, and e-mail photos. Requires Level 1 completion and an active e-mail account. LEVEL 3: Work with images—learn how to create greeting cards and mailing labels, and get tips about how to stay safe and secure while online. Requires Levels 1 and 2 completion. LEVEL 4: Learn how to create useful spreadsheets with ease, send e-greeting cards, and save your photos online. Research travel ideas, play your favorite tunes, and watch videos! Requires Levels 1, 2, and 3 completion.",,,William Warmouth,,,,41.8856276,-87.6265773
153,yes,not on Lumity site,mathers-more-than-a-cafe-higgins-7134-w-higgins,,Mather's More Than a Cafe (Higgins),Community Technology Center,"7134 W. Higgins Chicago, IL 60656",7134 W. Higgins,Chicago,IL,60656,(773) 774-4804,M-TH: 7:30AM–3:30PM; F: 7:30AM–7:00PM; SA: 9:00AM–2:00PM,http://www.matherlifeways.org/iyc_wherearematherscafes.asp,2,1,0,1,Labs are public; older adults take priority.,,,,,,,,,,,,,,,,,"William Warmouth, Kara Kennedy, Janice Vinson","(773) 774-4804, kkennedy@lumity.org, jvinson@lumity.org",,,pcc-mathers-more-than-153,Mathers offers monthly computer classes that meet weekly for four weeks for two hours.,"LEVEL 1: Learn how to create a document and use e-mail to contact family and friends. Get on the Internet and benefit in ways you didn’t even know. LEVEL 2: Next, learn to manage your e-mail, organize your “e-address” book, and e-mail photos. Requires Level 1 completion and an active e-mail account. LEVEL 3: Work with images—learn how to create greeting cards and mailing labels, and get tips about how to stay safe and secure while online. Requires Levels 1 and 2 completion. LEVEL 4: Learn how to create useful spreadsheets with ease, send e-greeting cards, and save your photos online. Research travel ideas, play your favorite tunes, and watch videos! Requires Levels 1, 2, and 3 completion.",,,William Warmouth,(773) 774-4804,,,41.904109,-87.6366479
154,yes,not on Lumity site,mathers-more-than-a-cafe-central-3235-n-central-ave,,Mathers More Than a Cafe (Central),Community Technology Center,"3235 N. Central Ave Chicago, IL 60634",3235 N. Central Ave,Chicago,IL,60634,(773) 205-3300,M-F: 8AM-4PM,http://www.matherlifeways.org/iyc_wherearematherscafes.asp,2,1,0,1,,,,,,,,,,,,,,,,,,"William Warmouth, Kara Kennedy, Janice Vinson","(773) 774-4804, kkennedy@lumity.org, jvinson@lumity.org",,,pcc-mathers-more-than-154,Mathers offers monthly computer classes that meet weekly for four weeks for two hours.,"LEVEL 1: Learn how to create a document and use e-mail to contact family and friends. Get on the Internet and benefit in ways you didn’t even know. LEVEL 2: Next, learn to manage your e-mail, organize your “e-address” book, and e-mail photos. Requires Level 1 completion and an active e-mail account. LEVEL 3: Work with images—learn how to create greeting cards and mailing labels, and get tips about how to stay safe and secure while online. Requires Levels 1 and 2 completion. LEVEL 4: Learn how to create useful spreadsheets with ease, send e-greeting cards, and save your photos online. Research travel ideas, play your favorite tunes, and watch videos! Requires Levels 1, 2, and 3 completion.",,,William Warmouth,(773) 774-4804,,,41.909642,-87.768884
155,yes,missing info on location of computers and contact,mayfair-library-4400-w-lawrence-avenue,1059,Mayfair Library,Chicago Public Library,"4400 W. Lawrence Avenue Chicago, IL 60630",4400 W. Lawrence Avenue,Chicago,IL,60630,(312) 744-1254,"M, W: 12PM-8PM; TU, TH: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/mayfair/,0,1,1,0,,,,,,,,,,,,,,,,,This library has computers available for public use.,Ulo Ormiste,uormiste@chipublib.org,,,pcc-mayfair-155,,,,,,,,,41.9554057,-87.6860716
156,yes,missing info on location of computers and contact,mckinley-park-library-1915-w-35th-street,1060,McKinley Park Library,Chicago Public Library,"1915 W. 35th Street Chicago, IL 60609",1915 W. 35th Street,Chicago,IL,60609,(312) 747-6082,"M, W: 12PM-8PM; TU, TH: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/mckinley-park/,0,1,1,0,,,,,,,,,,,,,,,,,"The community and the library are named after the first park that was developed in 1901on the South Side of Chicago, named after President William McKinley. This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-mckinley-park-156,,,,,,,,,41.9101167,-87.7340379
157,yes,missing info on location of computers and contact,merlo-library-644-w-belmont-avenue,1061,Merlo Library,Chicago Public Library,"644 W. Belmont Avenue Chicago, IL 60657",644 W. Belmont Avenue,Chicago,IL,60657,(312) 744-1139,"M, W: 12PM-8PM; TU, TH: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/j-merlo-branch/,0,1,1,0,,,,,,,,,,,,,,,,,"The branch houses local artworks funded through the Percent for Art Ordinance administered by the 
City of Chicago Public Art Program. This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-merlo-157,,,,,,,,,41.9685728,-87.6799957
159,yes,,mlk-boys-and-girls-club-youth-career-development-center-2950-w-washington-blvd,1152,MLK Boys & Girls Club Youth Career Development Center,Youth Career Development Center,"2950 W. Washington Blvd. Chicago, IL 60612",2950 W. Washington Blvd.,Chicago,IL,60612,(773) 638-5464,School year: M-F: 2:30PM-8PM,http://www.king.bgcc.org/,0,1,0,1,For use by youth and teens.,,,,,,,,,,,,,,,,,,,,,pcc-mlk-boys-and--159,Club Tech,"Club Tech is a partnership with Microsoft to help members – many of whom have few opportunities elsewhere -- become technology proficient with software including Word, Excel, PowerPoint, Access, Publisher and Digital Image Pro. Participants also learn about hardware identification and installation, networking and technology-related careers.",,,,,,,41.9987833,-87.6995525
161,yes,missing info on location of computers in library,mount-greenwood-library-11010-s-kedzie-avenue,1062,Mount Greenwood Library,Chicago Public Library,"11010 S. Kedzie Avenue Chicago, IL 60655",11010 S. Kedzie Avenue,Chicago,IL,60655,(312) 747-2805,"M, W: 10AM-6PM; TU, TH: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/mt-greenwood/,0,1,1,0,,,,,,,,,,,,,,,,,"Dedicated in 1991, Mt. Greenwood Branch has four artworks funded through the 
Percent-for-Art Ordinance administered by the City of Chicago Public Art
 Program. This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-mount-greenwood-161,,,,,,,,,41.938154,-87.7225466
162,yes,,national-able-library-pilsen-workforce-center-1700-w-18th-street,1163,National Able Library/ Pilsen Workforce Center,WorkForce Center,"1700 W. 18th Street  Chicago, IL 60608",1700 W. 18th Street,Chicago,IL,60608,(312) 733-5380,M-F: 8:00AM-4:30PM,http://www.nationalable.org/Our-Services/workforcedev.html,2,1,2,2,"Restrict inappropriate websites like youtube, pandora, etc. No food or drink in lab or classroom",5,Not at this location,10 Mbps,10 Mbps,no,,,Open,Paid,"Metered, outside of building","CTA, Green Line and Pink Like, Union Station",Timed,Classroom Session,,"Doors and Elevators, Classrooms are Handicap accessible, no ADA desks","The Chicago Workforce Centers provide employment services under the Workforce Investment Act, including access to resource centers and workshops that assist with developing employment related skills. Resource centers are free to the public for conducting job search activities. these centers are equipped with computers, fax machines, printers and telephones to assist job seekers in conducting job searches, researching labor market information or improving job skills. Workshops are also held at the Workforce Centers on a variety of of employment related topics. The Workforce Centers vary in terms of offerings, so for specific information, please contact the workforce center and find out what services are available and when orientation sessions are conducted.",Karin Norington-Reaves,knorington-reaves@cwic.org,,,pcc-national-able-162,Digital Skills Training/ Professional Development Workshops,"DFSS, in partnership with TEC Services, provide training in Digital Literacy, Microsoft Office and other topics. TEC Services, Inc. offers organized group classes taught by qualified trainers. This site also features professional development and social media workshops.",www.terau.com/pilsen,,,,,,41.9864855,-87.7941042
163,,might start working with Lumity soon. Also have a site on Lake Street?,national-able-network-180-north-wabash-room-600-02,,National Able Network,Community Technology Center,"180 North Wabash Room 600-02 Chicago, IL 60601",180 North Wabash Room 600-02,Chicago,IL,60601,(312) 580-0389,M-F: 9AM-4PM,http://www.nationalable.org,2,1,0,1,,,,,,,,,,,,,,,,,,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-national-able-network-163,,,,,,,,,41.8693211,-87.713449
164,yes,missing location of computers and contact info,near-north-library-310-w-division-street,1063,Near North Library,Chicago Public Library,"310 W. Division Street Chicago, IL 60610",310 W. Division Street,Chicago,IL,60610,(312) 744-0991,"M, W: 12PM-8PM; TU, TH: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/near-north/,0,1,1,1,,,,,,,,,,,,,,,,,"Near North Branch was dedicated on August 6, 1997, replacing a temporary reading room in the Seward Park Field House. This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-near-north-164,,,,,,,,,41.8856276,-87.6265773
165,yes,missing info on location of computers in library and contact info,north-austin-library-5724-w-north-avenue,1064,North Austin Library,Chicago Public Library,"5724 W. North Avenue Chicago, IL 60639",5724 W. North Avenue,Chicago,IL,60639,(312) 746-4233,"M: 12PM-8PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/north-austin/,0,1,1,1,,,,,,,,,,,,"# 72 North Avenue Bus, # 85 Central Bus",,,,,This branch has computers available for public use.,Ulo Ormiste,uormiste@chipublib.org,,,pcc-north-austin-165,,,www.terau.com/northaustin,,,,,,41.808484,-87.698055
166,yes,,north-center-senior-satellite-center-4040-n-oakley,1102,North Center Senior Satellite Center,Senior Center,"4040 N. Oakley Chicago, IL 60618",4040 N. Oakley,Chicago,IL,60618,312-744-4015,M-F: 8:30-4:30,http://www.cityofchicago.org/city/en/depts/fss/supp_info/satellite_centerinformation.html,1,1,0,1,Seniors who are 55 and older,6,not purchased yet,1.5 Mbps,.375 Mbps,yes,General senior center duties,,not activated yet,Free,Parking lot and side street,CTA,Varies by availability,lab time during the week,,Push button Doors,"Chicago Department of Family and Support Services (CDFSS) Regional
and Satellite Senior Centers offer public computer access and digital literacy training. The centers are community focal points where older adults come
together for services and activities that reflect their experience and skills,
respond to their diverse needs and interests, enhance their dignity, supports
their independence, and encourage their involvement in and with the center and
the community.",John Mikols,John.Mikols@cityofchicago.org,,,pcc-north-center-senior-166,,,,,Liza Martin,,,,41.931073,-87.762323
167,yes,missing location of computers and contact info,north-pulaski-library-4300-w-north-avenue,1065,North Pulaski Library,Chicago Public Library,"4300 W. North Avenue Chicago, IL 60639",4300 W. North Avenue,Chicago,IL,60639,(312) 744-9573,"M: 10AM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/north-pulaski/,0,1,1,0,,,,,,,,,,,,"# 72 North Ave. CTA Bus, # 53 Pulaski CTA Bus, # 65 Grand Ave. CTA Bus",,,,,"Fire destroyed this building on Christmas Day, 1989. Following the fire, the branch relocated to 1330 North Pulaski Road from 1990 to1996. This branch has computers available for public use",Ulo Ormiste,uormiste@chipublib.org,,,pcc-north-pulaski-167,,,,,,,,,41.9780102,-87.813294
168,yes,,northeast-senior-center-2019-w-lawrence,1110,Northeast Senior Center,Senior Center,"2019 W. Lawrence Chicago, IL 60625",2019 W. Lawrence,Chicago,IL,60625,(312) 744-0784,M-F: 8:30AM-4:30PM; SA: 9AM-4PM,http://www.cityofchicago.org/city/en/depts/fss/supp_info/regional_center_information.html,0,1,0,1,Senior 60 and older,15,not purchased yet,,,yes,General senior center duties,,not activated yet,Free,,,Varies by availability,,,,"Chicago Department of Family and Support Services (CDFSS) Regional
and Satellite Senior Centers offer public computer access and digital literacy training. The centers are community focal points where older adults come
together for services and activities that reflect their experience and skills,
respond to their diverse needs and interests, enhance their dignity, supports
their independence, and encourage their involvement in and with the center and
the community.",John Mikols,John.Mikols@cityofchicago.org,,,pcc-northeast-senior-center-168,,,,,Paula Basta,pbasta@cityofchicago.org,,,41.684479,-87.65216
169,yes,missing information about computer location and contact,northtown-library-6435-n-california-avenue,1066,Northtown Library,Chicago Public Library,"6435 N. California Avenue Chicago, IL 60645",6435 N. California Avenue,Chicago,IL,60645,(312) 744-2292,"M: 10AM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/northtown/,0,1,1,0,,,,,,,,,,,,"#155 Devon Ave. CTA Bus, # 93 N. California Ave. CTA Bus",,,,,"Northtown Branch opened on January 29, 1962. Its original location was in a storefront at 2502 West Devon Avenue, which opened July 31, 1939. This branch has computers available for public use",Ulo Ormiste,uormiste@chipublib.org,,,pcc-northtown-169,,,,,,,,,41.854723,-87.6514641
170,yes,,northwest-senior-center-3160-n-milwaukee,1109,Northwest Senior Center,Senior Center,"3160 N. Milwaukee Chicago, IL 60618",3160 N. Milwaukee,Chicago,IL,60618,312-742-7692,M-F: 8:30PM-4:30PM; SA: 9AM-12PM,http://www.cityofchicago.org/city/en/depts/fss/supp_info/regional_center_information.html,0,1,0,1,Seniors who are 55 and older,1,not purchased yet,1.5 Mbps,.375 Mbps,yes,for general senior center duties,,not activated yet,Free,Free with parking permit,CTA,Varies by availability,lab time during the week,,Push button doors,"Chicago Department of Family and Support Services (CDFSS) Regional
and Satellite Senior Centers offer public computer access and digital literacy training. The centers are community focal points where older adults come
together for services and activities that reflect their experience and skills,
respond to their diverse needs and interests, enhance their dignity, supports
their independence, and encourage their involvement in and with the center and
the community.",John Mikols,John.Mikols@cityofchicago.org,,,pcc-northwest-senior-center-170,,,,,Merrie Star,mstar@cityofchicago.org,,,41.8586658,-87.6575432
171,yes,,norwood-senior-satellite-center-5801-n-natoma,1103,Norwood Senior Satellite Center,Senior Center,"5801 N. Natoma Chicago, IL 60631",5801 N. Natoma,Chicago,IL,60631,773-775-6071,M-F: 8:30PM-4:30PM,,2,1,2,2,Senior who are 55 and older,9,not purchased yet,1.5 Mbps,.375 Mbps,yes,General senior center duties,,not activated yet,Free,"Along side streets, local and free",Public transportation is 4 blocks away,Varies by availability,lab time during the week,,Doorbell for assistance,"Chicago Department of Family and Support Services (CDFSS) Regional
and Satellite Senior Centers offer public computer access and digital literacy training. The centers are community focal points where older adults come
together for services and activities that reflect their experience and skills,
respond to their diverse needs and interests, enhance their dignity, supports
their independence, and encourage their involvement in and with the center and
the community.",John Mikols,John.Mikols@cityofchicago.org,,,pcc-norwood-senior-satellite-171,,,,,Keith Chase-Ziolek,,,,41.7934136,-87.7777673
172,yes,not Lumity,ntrc-homan-square--charles-h-shaw-technology-and-learning-center-3517-w-arthington-st,,NTRC Homan Square- Charles H. Shaw Technology and Learning Center,Community Technology Center,"3517 W. Arthington St. Chicago, IL 60624",3517 W. Arthington St.,Chicago,IL,60624,(773) 722-5653,M-F: 10AM-6PM,http://community.homansquare.org/content/page.php?cat=5&content_id=24,2,1,1,1,,,,,,,,,,,,,,,,,,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-ntrc-homan-square--172,,,,,,,,,41.955369,-87.7635893
173,yes,Organization responded to request. Information updated 11/6,oai-inc-community-technology-center-180-n-wabash-ave-suite-400,,"OAI, Inc. Community Technology Center",Community Technology Center,"180 N Wabash Ave.  Suite 400 Chicago, IL 60601",180 N Wabash Ave.  Suite 400,Chicago,IL,60601,(312) 528-3500,M-W: 9AM-3PM,http://www.oaiinc.org/CTC.html,0,1,0,1,,,,,,yes,Share computer skills,,,Street parking downtown (limited).,Paid parking garage near Randolph & State,,,,,N/A,"OAI inc. has been committed to teaching computer and technology skills to
individuals since 1998. OAI has since expanded its community outreach and
collaborates with community-based organizations and agencies to provide
training and Internet access.  With continued DCEO support, OAI has increased
its capacity to 39 computers (including a mobile lab with 13 laptops). OAI provides high-speed Internet access and computer skills training to over
600 Illinois residents annually. Free computer lab for the general public. Free printing is available.","Renee Bradford, Kara Kennedy, Janice Vinson","rbradford@oaiinc.org, kkennedy@lumity.org, jvinson@lumity.org",,,pcc-oai-ctc-173,Basic/intermediate skills computer literacy workshops free for the general public,"OAI's CTC bridges the digital divide by providing Chicago residents with
access to engaging and practical computer instruction that can lead to more
confident, competent, self-determined individuals who are better prepared to
thrive in an ever changing world.
Offerings include:
Basic Computer Literacy Skills (including Microsoft Office Suite)Digital MediaResume WritingTechnology Assisted Academic, GED and ESL Instruction

Classes range from 3-hour workshops, to 15-day classes, to 10-week
technology assisted GED and ESL classes. Dates and times vary. Please contact Renee Bradford at 312.528.3500 or Anjeanette Gunter at 312.528.3552 for the schedule each month.",,,Anjeanetter Gunter,agunter@oaiinc.org,Renee Bradford,rbradford@oaiinc.org,41.9388347,-87.7549437
174,yes,"no specific info about computer lab or hours on website, cannot verify hours; Not on Lumity site",officer-donald-j-marquez-school-2916-w-47th-st,,Officer Donald J. Marquez School,Community Technology Center,"2916 W. 47th St. Chicago, IL 60632",2916 W. 47th St.,Chicago,IL,60632,(773) 321-2200,M-TH: 5PM-8PM,http://www.cps.edu/Schools/Pages/school.aspx?id=400089,2,1,1,1,,,,,,,,,,,,,,,,,,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-officer-donald-j-174,,,,,,,,,41.8523645,-87.6320533
